track_id	track_name	danceability	energy	key	loudness	mode	speechiness	acousticness	instrumentalness	liveness	valence	tempo	type	duration_ms	time_signature
5F8ZtPUBSVjNygbxNfp4vR	Simply Put	0.842	0.58	8.0	-8.033	0.0	0.0425	0.101	0.0205	0.11	0.522	125.007	audio_features	204282.0	4.0
1d3bEVe13VwmXu1l7ALKJa	Let Go	0.679	0.393	4.0	-12.179	1.0	0.0404	0.0502	0.78	0.112	0.193	103.022	audio_features	248135.0	4.0
5hNNUmZYDpn3ECksD3SxoB	Please - Jeff Samuel Remix	0.803	0.711	9.0	-7.139	0.0	0.0753	0.0322	0.522	0.0816	0.852	121.022	audio_features	427520.0	4.0
5dhQJgHeU8xa1OtEbPebVr	Mellow	0.739	0.803	6.0	-10.457	1.0	0.0448	0.000242	0.942	0.06	0.579	123.008	audio_features	476098.0	4.0
3cPE7yLCgtxiQ0t35jfuXl	Sunday Sunset	0.811	0.707	5.0	-11.376	0.0	0.045	0.000314	0.889	0.0636	0.149	124.013	audio_features	344516.0	4.0
53QQrjfdapk1O1ZnkbgmRp	Signature Move	0.697	0.685	6.0	-7.678	0.0	0.0546	0.371	0.63	0.11	0.462	126.962	audio_features	215433.0	4.0
10bmUjdCwAcLNMaFs6BLNO	Thin Line	0.767	0.818	10.0	-6.224	0.0	0.0458	0.0288	0.00243	0.0732	0.365	124.968	audio_features	188180.0	4.0
085egKocgu5WKCISuUBJFW	Haiti - Robbie Doherty Remix	0.769	0.898	11.0	-6.037	0.0	0.115	0.0264	0.186	0.193	0.618	129.026	audio_features	177709.0	4.0
6gIeeh4nIEM5vopDbvVNfQ	Surrender	0.653	0.943	7.0	-5.15	1.0	0.0345	0.00354	0.156	0.0801	0.202	124.006	audio_features	252581.0	4.0
14xLP7Bj28rxOi2dueNyup	So Hooked On Your Lovin - Gorgon City Remix	0.731	0.704	7.0	-8.024	1.0	0.0361	0.0281	0.633	0.142	0.403	124.017	audio_features	235752.0	4.0
2wxdmzjFaMfNgbPjCJQRo7	Good For Me	0.665	0.883	9.0	-5.332	1.0	0.184	0.00305	4.93e-05	0.521	0.657	128.062	audio_features	162000.0	4.0
4Np4NOxEBsYvPNBZ8W0BDu	Home	0.679	0.707	2.0	-11.453	1.0	0.04	0.00634	0.855	0.18	0.258	120.007	audio_features	221091.0	4.0
6onf7sfOexU1s9F8733kJy	Conspiracy	0.826	0.931	7.0	-7.087	1.0	0.0687	0.000682	0.351	0.068	0.643	126.023	audio_features	373333.0	4.0
1SEBehSYYCuADY6kf3CHlP	Your Time Is Up	0.583	0.685	9.0	-12.545	0.0	0.0376	0.00356	0.87	0.0973	0.42	125.053	audio_features	193610.0	4.0
7r8f88Kapl0khiD2dYHKcQ	Like This	0.803	0.969	5.0	-3.344	1.0	0.0651	0.000448	0.87	0.373	0.756	124.987	audio_features	157920.0	4.0
0yvPTNzH1e1V2rdbUGrVFp	Elevate	0.738	0.868	9.0	-8.902	0.0	0.0611	0.12	0.863	0.156	0.124	126.994	audio_features	211654.0	4.0
5whiPPRn248jYANBCMzQoB	The Answer (featuring Arthur Baker & Victor Simonelli)	0.728	0.898	10.0	-4.652	0.0	0.125	0.0433	0.0536	0.261	0.502	125.974	audio_features	203720.0	4.0
1kXHqvq1R8dkx1Mm52nH9g	Be the One (feat. MORGAN, Digga D & TIKE)	0.846	0.726	1.0	-3.376	1.0	0.0635	0.094	2e-06	0.0304	0.79	131.974	audio_features	185530.0	4.0
2CO4CVfzDMfrNdJQM4nsuw	Into your dream	0.645	0.735	11.0	-4.879	1.0	0.0516	0.301	0.0	0.103	0.496	92.979	audio_features	213886.0	4.0
1u2lyRdJ23o5Osgy9IsrUT	FUTURE WAVE	0.761	0.593	11.0	-5.402	0.0	0.0358	0.167	0.0	0.0493	0.664	130.057	audio_features	241122.0	4.0
74Yzx6rw9rworB3a0zlONF	Life	0.888	0.5	11.0	-5.075	0.0	0.0427	0.672	0.0	0.125	0.731	102.017	audio_features	171176.0	4.0
6wFAcwbBMO7BQ74ZYyTwEs	Good Luck	0.848	0.683	10.0	-7.525	0.0	0.0539	0.0509	0.217	0.0827	0.671	110.009	audio_features	229400.0	4.0
0WdiVvjH6uajYCcxPTmsy9	Desire	0.739	0.6	11.0	-9.075	0.0	0.0479	0.00152	0.881	0.0667	0.666	123.986	audio_features	354098.0	4.0
5XkXjjM3TCqi6k1N4vSH2G	Holding You	0.766	0.669	4.0	-10.643	0.0	0.0634	0.00545	0.724	0.11	0.11	125.019	audio_features	308877.0	4.0
1wdLaeNn73zbpYVqw8mlYz	Breathe	0.939	0.512	7.0	-11.504	0.0	0.123	0.183	0.89	0.117	0.579	122.034	audio_features	228197.0	4.0
1JqmT6TAm16oxJhL5MwiwI	Days Pass	0.662	0.79	11.0	-8.771	0.0	0.0355	0.000157	0.801	0.0914	0.238	121.971	audio_features	222727.0	4.0
61QBhR88b80hQbBtMNL5eQ	Orange Trees - Claptone Remix	0.664	0.808	6.0	-9.003	1.0	0.0373	0.0214	0.00742	0.0543	0.425	124.03	audio_features	167777.0	4.0
75N5R8CeZDyJurQJsoRTx1	Risky Business	0.787	0.653	11.0	-6.825	0.0	0.0649	0.0875	0.735	0.0933	0.396	122.995	audio_features	320854.0	4.0
5UjOTMEtd4vqSLXxyO71Yb	Change	0.89	0.549	10.0	-9.225	1.0	0.192	0.00574	0.494	0.0641	0.558	117.995	audio_features	392279.0	4.0
77PphOhe88ESixnOdJBfby	Just Us 2	0.668	0.811	10.0	-9.789	0.0	0.112	0.0145	0.83	0.113	0.168	123.982	audio_features	424938.0	4.0
2DPPV52LZNuoCB1jJxMpSP	Intro	0.814	0.904	11.0	-8.869	0.0	0.0756	1.2e-05	0.835	0.045	0.483	122.005	audio_features	350164.0	4.0
0S7W0XuxdKqCTZ2rZqXE7Q	Into the Surf - Hot Since 82 Remix	0.632	0.808	1.0	-8.68	1.0	0.037	5.88e-05	0.587	0.0653	0.36	123.997	audio_features	490000.0	4.0
07pb7ZBBycZbLdg8CyjXX2	Ksamil	0.69	0.709	3.0	-9.21	1.0	0.0409	0.0352	0.88	0.143	0.483	119.99	audio_features	190000.0	4.0
5cWtZM21FH4YL0aWq3Syfv	Roar - Adana Twins Remix	0.803	0.871	8.0	-6.326	0.0	0.0542	0.0126	0.814	0.0908	0.0407	123.01	audio_features	493581.0	4.0
00n7wN0flnH48KVwQOms7A	Once Again - Edit	0.73	0.919	0.0	-5.836	1.0	0.0459	0.00126	0.89	0.168	0.285	125.008	audio_features	252985.0	4.0
6NitJf2pJZ4ssPTWZ1ZuVv	About Us	0.631	0.694	5.0	-9.185	0.0	0.0368	0.0342	0.774	0.1	0.114	122.0	audio_features	286520.0	4.0
5duZe3kHUqNENd97WYqmYL	Another Lover	0.643	0.547	5.0	-10.297	0.0	0.0528	0.198	0.025	0.173	0.324	80.983	audio_features	266722.0	4.0
5r4RI8iT8YlF7O0GbSbCXR	PASSIONFRUIT	0.947	0.445	1.0	-8.043	1.0	0.0442	0.45	0.809	0.131	0.859	120.964	audio_features	193635.0	4.0
3DPFmwFtV5ElQaTniLOdgk	Hunnybee	0.956	0.373	6.0	-7.963	1.0	0.0773	0.569	0.394	0.314	0.568	119.994	audio_features	268333.0	4.0
4A4EI3YNaHhDiAgpQlCZkk	Kiss U Right Now	0.855	0.331	7.0	-8.652	1.0	0.07	0.41	0.00131	0.152	0.652	98.03	audio_features	194776.0	4.0
3pROf3AwBDvr2LaGfpZFnT	Str8 Outta Mumbai	0.716	0.74	9.0	-4.437	0.0	0.262	0.0625	0.0	0.156	0.597	114.916	audio_features	162480.0	4.0
1RRlUJMxjp2FmkTExBT2T7	Fkn Around (feat. Megan Thee Stallion)	0.837	0.738	1.0	-5.297	0.0	0.117	0.0381	6.97e-06	0.0589	0.715	110.993	audio_features	244049.0	4.0
21SfiZpZH86MZm66azqU4y	No Reason	0.695	0.688	10.0	-4.874	0.0	0.0493	0.0413	0.000629	0.0588	0.804	85.996	audio_features	227564.0	4.0
6ifeYWDjT865SRVSJ1wgAy	STAY	0.654	0.819	1.0	-8.402	0.0	0.125	0.372	0.0	0.0925	0.773	106.014	audio_features	206604.0	4.0
7dmcTMq4saNeKIBmG3m6Tq	1:45AM (feat. Bearface)	0.645	0.711	9.0	-7.481	1.0	0.0353	0.00356	0.0253	0.156	0.557	135.026	audio_features	201656.0	4.0
2o0ho0aRB9vHO5XBz9Dj8n	Sunrise	0.708	0.784	8.0	-8.242	0.0	0.0498	0.139	0.723	0.0541	0.947	129.95	audio_features	198869.0	4.0
1nSw34TVEN1ONDHH1yjeQh	It's Real	0.808	0.75	8.0	-6.349	0.0	0.0424	0.0425	0.00653	0.105	0.749	124.008	audio_features	193680.0	4.0
6Y77fq076Utog2MtaH1fKq	Under The Moon	0.594	0.778	10.0	-5.741	1.0	0.0311	0.514	0.00023	0.326	0.345	107.394	audio_features	191000.0	4.0
4EMi40PsBg8uwJcEyNhdPJ	Let You Go	0.734	0.557	1.0	-6.593	0.0	0.0616	0.105	0.0218	0.086	0.254	113.206	audio_features	173647.0	5.0
7iDuzQ92TA0NfnfzLKr57s	all of your love	0.633	0.755	11.0	-5.616	0.0	0.0508	0.0478	0.00184	0.0854	0.765	79.998	audio_features	218715.0	4.0
4Ipmi2u1eQ45RaYk4Rl512	Blank Marquee	0.849	0.77	9.0	-6.054	1.0	0.058	0.404	0.000213	0.15	0.889	113.324	audio_features	220773.0	4.0
1P9KFw6u4vX7hbFcFZd1yL	Love Me Like (feat. DUCKWRTH)	0.868	0.58	5.0	-9.575	0.0	0.276	0.713	0.00297	0.105	0.48	117.998	audio_features	164746.0	4.0
2WwwfnTUm4yUK8stRMPd7V	Pink Youth	0.732	0.886	6.0	-5.445	0.0	0.0994	0.239	0.000308	0.779	0.602	113.498	audio_features	240880.0	4.0
4K9cCtDfk9pr6EGFzl0ec8	Intentions	0.84	0.689	8.0	-6.306	1.0	0.165	0.0111	0.0022	0.106	0.54	116.97	audio_features	223301.0	4.0
0E8GYDcN69ahYTUEQMTHNr	all of your love	0.633	0.755	11.0	-5.616	0.0	0.0508	0.0478	0.00184	0.0854	0.765	79.998	audio_features	218715.0	4.0
4AvOXTQ2semU5FAmtl8vtk	Only You	0.692	0.827	5.0	-2.604	1.0	0.0331	0.136	0.000563	0.0761	0.628	84.931	audio_features	194072.0	4.0
4rnriM1hFyeRrdRQSZd9uA	Positions	0.639	0.535	1.0	-7.714	1.0	0.0596	0.489	0.00126	0.109	0.321	84.975	audio_features	146824.0	4.0
3tBOduABygszf71Q5e8Rpk	Lies	0.708	0.808	7.0	-6.36	0.0	0.0294	0.114	0.351	0.162	0.315	105.039	audio_features	168640.0	4.0
54pog56aKXKPjvSLNVpE61	High Up	0.623	0.503	1.0	-9.289	0.0	0.212	0.571	0.0371	0.11	0.391	197.689	audio_features	180576.0	4.0
2xQAAd2pCT7q2HlWffAaMh	Vibrant	0.776	0.777	9.0	-4.431	0.0	0.107	0.036	0.0	0.368	0.738	98.024	audio_features	248414.0	4.0
5G7602PyF33hYDi4utEpoZ	Shibuya	0.743	0.519	4.0	-11.383	0.0	0.0617	0.137	0.55	0.0502	0.737	93.005	audio_features	144516.0	4.0
68j5DYmCikBzcp60Sv6xWO	All I Need (with Mahalia & Ty Dolla $ign)	0.485	0.492	5.0	-6.462	0.0	0.331	0.425	0.0	0.105	0.876	78.001	audio_features	243787.0	4.0
60mKQHD4tf5NrzconZVeyV	Black Love	0.747	0.562	11.0	-7.084	0.0	0.0586	0.0366	6.3e-05	0.107	0.491	101.022	audio_features	232871.0	4.0
1BkK2fQUGALz7AaOSo7Swh	Love You Bad (feat. Phoelix)	0.775	0.767	6.0	-6.545	0.0	0.1	0.0201	0.18	0.171	0.646	89.553	audio_features	168203.0	4.0
5Jq958VQwRyQFujau4TMKD	No Drama	0.708	0.815	5.0	-4.164	0.0	0.0692	0.166	0.0	0.523	0.855	174.024	audio_features	204828.0	4.0
21N4Buj4xsyLb218lYle61	Chica Ideal	0.574	0.891	0.0	-3.665	0.0	0.157	0.0847	0.0	0.16	0.707	100.978	audio_features	183240.0	4.0
7CBAjE0eP3ouV8ddJa5U1b	Distortion (feat. Alissa White-Gluz)	0.375	0.965	10.0	-2.294	0.0	0.114	5.89e-05	0.183	0.229	0.274	195.005	audio_features	186959.0	4.0
1UdgukmDofndyCUEBBqDhB	Night Night Burn!	0.571	0.995	9.0	-1.055	1.0	0.161	0.000315	0.276	0.229	0.376	137.98	audio_features	222626.0	4.0
3aK0rnYRvQPGV1W49NGWum	Надежда	0.794	0.527	0.0	-8.942	0.0	0.117	0.264	0.0	0.115	0.383	154.994	audio_features	199000.0	4.0
1ub1mjaj5QG9fdaCIBSPsH	This Day (feat. Kiana Ledé) - from the Netflix Original Motion Picture Jingle Jangle	0.537	0.768	8.0	-4.933	1.0	0.146	0.0913	0.0	0.252	0.5	173.81	audio_features	228407.0	4.0
0EzLAm646noMmidMnsa0qi	nerenai All night	0.914	0.388	9.0	-8.273	0.0	0.0718	0.459	5.88e-05	0.0943	0.77	120.044	audio_features	280000.0	4.0
5nWVyZaCwtfAkBnwDuXjBh	Spicy (feat. Post Malone)	0.784	0.496	7.0	-5.746	1.0	0.0435	0.14	0.0	0.113	0.132	100.002	audio_features	144028.0	4.0
39SboXkBJEAfjYSmVmvNbc	DA DA DANCE (feat. Tak Matsumoto)	0.411	0.991	6.0	-2.212	0.0	0.199	1.14e-05	0.654	0.334	0.141	154.028	audio_features	231906.0	4.0
6a51sCiFIP84K75HXhMei3	Chloe	0.642	0.752	11.0	-5.645	1.0	0.0374	0.0212	0.105	0.0823	0.608	90.0	audio_features	163733.0	4.0
1FhxEhPZpBBOJTDwSf6MA5	Borderline	0.545	0.429	2.0	-7.925	0.0	0.0278	0.581	0.000335	0.113	0.364	98.957	audio_features	312459.0	4.0
7nSQVXfTMdudM8GFDlFRIL	涙の上海ナイト	0.609	0.858	5.0	-3.551	0.0	0.0339	0.000995	8.25e-06	0.093	0.558	112.048	audio_features	273053.0	4.0
4hFlb6RYsw1ltVb11HGffH	青春の胸騒ぎ	0.611	0.844	2.0	-4.854	1.0	0.028	0.207	0.000237	0.298	0.584	95.039	audio_features	255120.0	4.0
6VQP6MdDTh6oVkVRnZ8qPx	↑↓←→BBAB	0.428	0.959	6.0	-3.319	0.0	0.107	0.00587	0.00645	0.159	0.351	174.947	audio_features	185772.0	4.0
5WsDRf1ldzeP97rs7lhSDi	Pain In The Ass - Original Mix	0.84	0.453	1.0	-10.828	1.0	0.0612	0.00146	0.419	0.0799	0.353	119.004	audio_features	400373.0	4.0
5VBMFkU9emR1HDLPoXuOUQ	See You Later	0.729	0.646	9.0	-6.046	0.0	0.0452	0.0682	0.000481	0.0484	0.543	82.49	audio_features	200712.0	4.0
125xVO8x8bhBrt3QTFvUuG	Don't make me rush to be fine.	0.553	0.479	5.0	-9.39	0.0	0.0595	0.191	0.00239	0.126	0.173	79.831	audio_features	186967.0	4.0
3YWd1MonMJ0syt6q1Mqt8k	That's My Baby	0.7	0.732	8.0	-3.967	1.0	0.0399	0.21	0.0	0.38	0.636	104.963	audio_features	195693.0	4.0
54XxTosINnqCQEsS8TvFPr	Maybe	0.658	0.783	0.0	-4.846	1.0	0.16	0.0706	1.97e-06	0.393	0.539	100.008	audio_features	277143.0	4.0
3OREiYBiC7wSpOLukQMDZR	Hurt	0.675	0.38	4.0	-8.622	0.0	0.0315	0.715	0.000201	0.174	0.7	94.92	audio_features	216095.0	4.0
1b7TYKwABkacRzPqSErH9u	Stranger (feat. Saba & Jarreau Vandal)	0.784	0.531	5.0	-7.756	1.0	0.041	0.338	2.26e-05	0.0996	0.188	87.982	audio_features	219452.0	4.0
24KUvSg9QsX6FWsOmN0ZxP	Stickin' (feat. Masego & VanJess)	0.668	0.45	8.0	-8.257	0.0	0.314	0.0722	0.0	0.109	0.633	82.999	audio_features	188806.0	4.0
7lv2uSWG8eJGiHssAlMQ12	Golden Ticket (feat. Masego & Common)	0.712	0.672	10.0	-8.38	1.0	0.18	0.0546	9.89e-06	0.617	0.597	97.964	audio_features	218787.0	4.0
4vNOj7chCamVcOTe1MjAAN	Touch the Floor (feat. Masego)	0.842	0.68	4.0	-8.038	0.0	0.276	0.132	1.56e-05	0.0533	0.628	104.952	audio_features	254800.0	4.0
7zAyHgXFlmxz5TpqwAW3Pz	Time Off	0.486	0.396	7.0	-11.487	0.0	0.104	0.305	1.92e-06	0.0695	0.506	79.013	audio_features	256500.0	4.0
1BuN2kMDQrXhS73RrTNRyY	Alone	0.467	0.546	2.0	-8.772	1.0	0.0974	0.267	0.0189	0.117	0.104	75.009	audio_features	224468.0	4.0
1c5CllrZr45UBhWpIqM332	Funny Thing	0.586	0.893	7.0	-8.772	1.0	0.439	0.827	0.642	0.212	0.65	140.023	audio_features	116630.0	3.0
7ALkpuavOZN3vzaQVsJogk	爽健美茶のラップ	0.777	0.897	4.0	-3.894	1.0	0.0684	0.0486	7.48e-06	0.0972	0.85	122.017	audio_features	206058.0	4.0
7IfRwfHJrfUq2h0FRpYsPZ	ROOM205 (feat. 森心言)	0.788	0.619	0.0	-5.112	1.0	0.0731	0.325	0.113	0.1	0.698	84.006	audio_features	245694.0	4.0
4vRQg5xR0SXriGkpa2nEst	HAPPOUBIZIN (feat. なみちえ)	0.824	0.525	9.0	-9.247	0.0	0.286	0.708	0.000749	0.148	0.421	89.979	audio_features	229156.0	4.0
13M8jXMGKe2lziMAzCI8Eo	TOTSUKA (feat. サイプレス上野)	0.838	0.588	7.0	-7.517	1.0	0.135	0.237	0.00224	0.0608	0.697	92.995	audio_features	225146.0	4.0
3ZJKtP0HZU2QOk2LvlHVhd	rhythm	0.652	0.706	11.0	-5.705	1.0	0.0811	0.127	0.0	0.0831	0.673	88.952	audio_features	224627.0	4.0
50XwYMXbc3z8W3g21SIucz	ありあまる富	0.415	0.628	2.0	-4.85	1.0	0.0285	6.4e-05	0.642	0.159	0.368	154.093	audio_features	341027.0	4.0
0k8qmw9xzqd8X6UPHye7VF	秘密	0.674	0.641	9.0	-6.484	0.0	0.0337	0.535	1.34e-06	0.0796	0.839	87.994	audio_features	276147.0	4.0
3b03LRkmynJmdBKRKRDZZq	ひみつ	0.834	0.633	9.0	-4.95	1.0	0.069	0.0473	0.0	0.109	0.548	117.983	audio_features	199320.0	4.0
4SzsM9m2DRmh1PrDstow8Y	On and On	0.565	0.821	1.0	-5.074	1.0	0.0388	0.239	4.31e-05	0.191	0.492	87.941	audio_features	232480.0	4.0
2AyzxOw81jO9YdlEkLc46T	Summer Time	0.814	0.635	11.0	-5.923	0.0	0.0515	0.192	0.0	0.0748	0.586	99.992	audio_features	169963.0	4.0
5dVUSdsePmEKkq4ryfrobU	Excuse Me Mr Sir (feat. Vargas & Lagola)	0.464	0.672	2.0	-6.064	1.0	0.0727	0.127	0.00299	0.322	0.492	114.708	audio_features	187753.0	3.0
5PG3h38oiQLEJlOuOvIs80	Still Not a Player (feat. Joe)	0.902	0.614	4.0	-6.529	0.0	0.289	0.184	0.000742	0.0867	0.862	94.069	audio_features	236907.0	4.0
7dId1qth3Tv3fLHFbL3NCb	Big A$AP (feat. Monica)	0.439	0.721	5.0	-4.191	0.0	0.268	0.249	0.0	0.135	0.578	188.182	audio_features	200846.0	4.0
4MlEFAvTGtsJw6CGvePq8H	UNBOUND	0.737	0.644	11.0	-6.469	1.0	0.0845	0.352	0.0	0.224	0.734	166.089	audio_features	161892.0	4.0
5G1tZ7WSNHmvu5mzs3BpQe	My Girl	0.624	0.54	9.0	-9.831	1.0	0.0501	0.037	0.822	0.058	0.665	107.047	audio_features	265056.0	4.0
3SoTOsQInRtwfcoEO3aqvF	Thinkin’	0.788	0.53	3.0	-7.051	0.0	0.0575	0.749	1.79e-06	0.0981	0.517	157.961	audio_features	211010.0	4.0
3HbyFbxDryIfoWrS6GXuBw	HONEY	0.493	0.753	2.0	-3.352	0.0	0.0514	0.0579	0.0	0.219	0.409	99.812	audio_features	187120.0	4.0
6B0vefz8IsYUZ8zBNXhzeP	Dilemma	0.601	0.596	0.0	-6.794	1.0	0.0466	0.603	0.0	0.216	0.495	159.936	audio_features	255667.0	4.0
0Ydm8SHHu3uwEW8g9OrJJ1	Flow	0.69	0.82	0.0	-4.674	0.0	0.0333	0.147	0.0	0.0794	0.95	130.001	audio_features	238600.0	4.0
1nxlRYbM2Ral4im0LExtZY	Entre Tú y Yo	0.854	0.669	9.0	-5.206	0.0	0.0617	0.288	0.0	0.221	0.484	120.023	audio_features	224000.0	4.0
1mVLbFwad1wce7mAhFw2Ih	Pininfarina - Remix	0.748	0.767	1.0	-6.239	0.0	0.0424	0.21	0.0	0.108	0.428	89.982	audio_features	260788.0	4.0
7aGyRfJWtLqgJaZoG9lJhE	Mad at Disney	0.738	0.621	0.0	-7.313	1.0	0.0486	0.424	7.39e-06	0.692	0.715	113.968	audio_features	136839.0	4.0
0qUcpOOna3kkrwfqky85e1	Eyes Blue Like The Atlantic (feat. Subvrbs)	0.768	0.339	0.0	-13.169	1.0	0.777	0.608	0.000956	0.261	0.568	76.229	audio_features	154599.0	4.0
6AGOKlMZWLCaEJGnaROtF9	Put Your Records On	0.399	0.491	6.0	-10.778	0.0	0.0538	0.0563	0.00089	0.11	0.151	91.066	audio_features	210463.0	4.0
0ofHAoxe9vBkTCp2UQIavz	Dreams - 2004 Remaster	0.828	0.492	0.0	-9.744	1.0	0.0276	0.0644	0.00428	0.128	0.789	120.151	audio_features	257800.0	4.0
4mEE1sgASBLQFIYrNuwTHp	元気を出して	0.629	0.359	8.0	-8.39	1.0	0.0246	0.62	0.00058	0.096	0.358	92.046	audio_features	228640.0	4.0
7aNskA12TmVY2SOnwc6gSq	Heaven's Drive	0.429	0.624	10.0	-5.294	1.0	0.0804	0.0899	0.0	0.276	0.495	133.236	audio_features	214200.0	5.0
2oap3QptGISyIvwKpnJJId	Experience	0.614	0.809	9.0	-4.749	1.0	0.0738	0.0105	0.000353	0.148	0.354	112.023	audio_features	176774.0	4.0
1Wm7LvVqTAHr1osjNKuTtq	Tied Up - Kenny Dope Remix	0.699	0.903	5.0	-6.761	0.0	0.0416	0.041	0.286	0.315	0.837	123.998	audio_features	175601.0	4.0
61I55PGFac6DCxsnEmC5eo	Unapologetic Raver	0.721	0.891	2.0	-7.115	1.0	0.148	0.0236	0.00489	0.138	0.575	126.974	audio_features	213020.0	4.0
1bRjwdtScY2eMe9uMmsOkG	Do It	0.701	0.668	5.0	-7.287	0.0	0.0516	0.0916	2.09e-06	0.111	0.553	82.978	audio_features	176787.0	4.0
6lsqUQMAwyZaeXBQP6abn3	goodbye bad times	0.806	0.45	6.0	-6.253	1.0	0.0373	0.36	0.0	0.125	0.502	124.89	audio_features	250048.0	4.0
6mnnWzRl1C6LABvoUar9tF	Jaguar	0.723	0.628	6.0	-7.41	1.0	0.0553	0.00902	0.00131	0.0812	0.364	106.017	audio_features	211115.0	4.0
41OXRpiGtbvAIM8ZyA4ud1	Swing My Way	0.7	0.829	6.0	-5.032	1.0	0.167	0.0314	0.0	0.161	0.869	97.924	audio_features	189187.0	4.0
3Xqo6dokyhTnMfcrzLDjI3	Bad Bad	0.701	0.688	7.0	-5.963	1.0	0.25	0.301	0.00555	0.0325	0.832	172.012	audio_features	225653.0	4.0
1IIKrJVP1C9N7iPtG6eOsK	Go Crazy	0.755	0.578	0.0	-8.932	0.0	0.145	0.316	0.0	0.25	0.581	94.148	audio_features	176960.0	4.0
2nEtO9rjPRhfKNgQGaLusc	All In You	0.551	0.728	4.0	-5.721	1.0	0.0402	0.0547	0.0	0.129	0.243	167.203	audio_features	142581.0	4.0
1bzHZRL513pHVC9oEwQ0aL	Play Fight (with Tinashe)	0.733	0.744	7.0	-3.505	1.0	0.0309	0.161	0.0	0.0389	0.667	93.979	audio_features	194541.0	4.0
1dLXLETYiZohIZWnse4ypG	Better	0.637	0.418	2.0	-7.137	1.0	0.301	0.353	0.0	0.131	0.0807	84.295	audio_features	174517.0	4.0
2n2NOfAlyXJ93A9t5AJo66	Upside Down	0.583	0.435	0.0	-10.174	1.0	0.172	0.0956	0.00227	0.138	0.478	99.85	audio_features	224565.0	4.0
58AGoOGbwsQMhBbH0eFLRR	Over Now (with The Weeknd)	0.612	0.884	4.0	-4.113	0.0	0.0454	0.0759	0.00132	0.247	0.679	178.043	audio_features	210795.0	4.0
6vDopgsjeZRye4Rml3ddoK	Floating	0.39	0.501	1.0	-8.258	1.0	0.0596	0.0468	7.67e-06	0.0879	0.448	131.112	audio_features	241031.0	4.0
5qdTTy2EtCQ33s60U9vTOJ	CAKE	0.78	0.677	11.0	-5.438	0.0	0.0644	0.123	1.39e-06	0.108	0.656	107.003	audio_features	214533.0	4.0
3bl0y3T2fVriJZNsNskcDV	Rebirth	0.691	0.885	7.0	-2.971	1.0	0.069	0.271	0.0	0.194	0.708	117.027	audio_features	292793.0	4.0
70ZX6ChxUOpaQbtuZQMuKG	Till The End	0.717	0.636	5.0	-7.194	0.0	0.0697	0.0893	5.79e-05	0.0735	0.604	98.962	audio_features	190909.0	4.0
0i2ciTs0tdMlOxggJrQkAM	I'm free	0.787	0.654	5.0	-6.204	0.0	0.0428	0.109	0.000197	0.0585	0.547	104.035	audio_features	199880.0	4.0
2RxZfHtvcfMrmrhWc8WQTn	Pink Jewelry Dream	0.817	0.835	5.0	-4.075	1.0	0.0707	0.557	0.00197	0.0911	0.823	115.025	audio_features	242174.0	4.0
0HyzJ27UXPvOfSbWTSAS9Z	Brown Sugar	0.738	0.777	6.0	-5.723	0.0	0.0545	0.0279	0.0	0.265	0.573	110.951	audio_features	252973.0	4.0
1LEHndIydBAjB5ZSQqxPH5	Love Is Religion (The Blessed Madonna Remix)	0.807	0.805	0.0	-5.556	1.0	0.099	0.038	1.13e-06	0.495	0.932	121.979	audio_features	220147.0	4.0
6cx06DFPPHchuUAcTxznu9	Head & Heart (feat. MNEK)	0.734	0.874	8.0	-3.158	1.0	0.0662	0.168	1.14e-05	0.0489	0.905	122.953	audio_features	166028.0	4.0
0id7TrBjYYzQ5v5mHWTUxC	Follow (with Jeremih)	0.68	0.761	0.0	-6.142	1.0	0.0288	0.00485	0.00139	0.0644	0.361	124.981	audio_features	205440.0	4.0
5HFPK8mcO6BGPZNeZPZI5L	Fire (with Elderbrook)	0.584	0.865	8.0	-5.951	1.0	0.0321	0.00112	0.433	0.122	0.0743	126.003	audio_features	163968.0	4.0
5KoSPc7IFbgJNeEbJShTWj	Sweeter Love (DJ ISHIJIMA MIX)	0.779	0.723	11.0	-8.305	0.0	0.0432	0.067	0.69	0.104	0.582	126.035	audio_features	280005.0	4.0
5DktNfoWhnFRzXFRTAJJXT	THINK ABOUT ME	0.614	0.42	5.0	-11.832	0.0	0.0502	0.643	1.67e-06	0.116	0.311	91.96	audio_features	199735.0	4.0
6aESAPmAzYNfUAv8gp6F8j	PLASTIC	0.761	0.45	7.0	-7.558	0.0	0.113	0.367	0.0	0.0585	0.659	140.034	audio_features	206720.0	4.0
3yzHuJPi23OSwDknbt7iz4	24 hours	0.863	0.522	3.0	-7.59	1.0	0.116	0.216	0.0	0.207	0.765	137.03	audio_features	220730.0	4.0
0z9lOAVgQT5bysEKZ6Wwbk	"Dus Bahane 2.0 (From ""Baaghi 3"") (feat. K.K., Shaan, Tulsi Kumar)"	0.807	0.914	7.0	-5.092	1.0	0.069	0.0411	0.00105	0.292	0.463	114.039	audio_features	201655.0	4.0
52zq2a71SGs3f1vJuv59ui	Como Llora	0.827	0.629	6.0	-3.966	0.0	0.185	0.183	0.0	0.084	0.486	88.064	audio_features	187500.0	4.0
